,id_obra,ano,genero,ADJ,ADV,CARD,CJ,CL,CN,DA,DEM,DFR,DGT,DGTR,DM,EADR,EOE,EXC,GER,IA,IND,INF,INT,ITJ,LADV1,LADV2,LADV3,LADV4,LADV5,LADV6,LADV7,LCJ1,LCJ2,LCJ3,LCJ4,LCN1,LCN2,LDEM1,LDEM2,LDFR1,LDFR2,LDM1,LDM2,LITJ1,LITJ2,LITJ3,LPREP1,LPREP2,LPREP3,LPREP4,LPRS1,LPRS2,LQD1,LQD2,LREL1,LREL2,LTR,MGT,MTH,NP,ORD,PADR,PL,PNM,PNT,POSS,PP,PPA,PPT,PREP,PREPDA,PREPDEM,PRS,QNT,REL,STT,SYB,UM,V,VAUX,WD
100,100,1853,Poetry,498,557,11,508,286,1475,939,136,0,15,7,5,0,0,6,25,1,43,278,73,52,9,12,2,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,360,1678,142,1,146,7,952,0,1,225,56,264,1,0,73,1080,5,0
101,101,1844,Drama,330,659,22,506,313,1255,694,159,0,15,8,3,0,1,2,62,1,37,254,10,24,13,14,5,0,0,0,0,6,6,2,0,0,0,0,0,0,0,1,1,5,5,0,11,12,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,618,1902,195,0,122,14,986,0,0,203,74,243,33,0,84,1037,9,1
102,102,1846,Short story,550,575,28,580,287,1462,961,136,0,8,2,1,0,1,0,34,5,28,220,14,12,13,14,4,0,0,0,0,12,12,4,0,0,0,0,0,0,0,0,0,1,1,0,12,12,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,328,1659,135,1,153,15,1108,0,0,144,89,237,19,0,113,961,9,2
103,103,2001,Tale,381,524,66,417,273,1636,1048,87,0,0,0,0,0,0,0,61,11,30,312,18,0,32,32,10,3,3,1,0,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,276,1511,47,0,170,18,1268,0,0,112,63,201,1,0,201,1078,15,0
104,104,1904,Chronicle,539,433,40,469,309,1935,1301,56,1,2,0,0,0,0,0,110,4,8,190,1,0,13,14,7,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,103,1253,63,0,296,7,1451,0,0,56,56,222,4,0,132,845,0,0
105,105,1941,Tale,478,497,40,528,305,1782,1214,71,3,6,0,0,0,0,0,126,6,0,210,3,0,9,9,3,0,0,0,0,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,117,1417,61,0,274,12,1380,0,0,58,61,237,9,0,157,831,0,0
106,106,2001,Tale,328,707,50,718,319,1270,761,104,2,0,0,0,0,0,0,41,13,54,447,13,0,31,31,2,0,0,0,0,20,20,13,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,91,1532,68,2,109,18,971,0,0,289,88,221,0,0,203,1382,13,9
107,107,1941,Short story,598,476,13,503,307,1744,1216,58,0,1,0,0,0,0,0,98,6,25,203,3,8,18,20,8,0,0,0,0,11,11,5,1,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,245,1244,143,0,285,15,1348,0,0,83,60,242,43,0,121,760,6,0
108,108,2001,Tale,502,436,44,515,278,1726,965,57,6,6,1,1,0,1,1,77,5,37,289,4,0,19,19,6,1,0,0,0,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,19,19,3,0,0,0,1,1,0,0,1,0,1,0,12,0,0,320,1347,64,0,226,18,1363,0,0,110,65,225,10,1,224,932,8,8
109,109,1941,Short story,393,539,40,614,378,1448,1121,89,1,1,0,0,0,0,0,81,4,42,312,3,4,10,10,1,0,0,0,0,22,22,9,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,290,1324,121,0,152,21,1197,0,0,190,66,274,5,0,89,1030,13,14
110,110,1941,Short story,423,501,48,562,335,1605,1163,74,1,3,0,0,0,0,0,158,6,21,257,1,3,10,10,4,0,0,0,0,21,21,4,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3,3,0,0,0,0,0,0,0,0,3,0,4,0,0,202,1410,70,1,192,22,1341,0,0,135,83,237,1,0,118,870,10,0
111,111,1877,Tale,456,398,36,491,250,1668,1088,141,0,22,5,0,0,0,0,85,1,19,223,8,3,16,16,4,0,0,0,0,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,25,27,5,3,0,0,0,0,0,0,1,0,2,0,12,0,0,444,1439,115,0,195,34,1288,0,0,89,67,247,45,0,100,856,22,0
112,112,1877,Tale,390,471,31,640,295,1473,812,98,0,21,0,3,0,0,3,84,0,21,281,28,0,21,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,341,1705,189,0,186,17,1055,0,0,175,56,200,84,0,154,1069,10,3
113,113,1838,Poetry,537,346,11,460,230,1866,1349,53,0,0,6,0,0,0,7,71,0,17,185,56,22,22,22,13,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0,0,0,0,0,0,0,6,0,0,0,2,0,0,360,1613,123,0,169,7,1184,0,0,119,25,147,2,0,75,822,1,0
114,114,1877,Tale,419,344,87,487,185,1923,1273,85,0,19,1,0,0,0,0,77,1,7,123,5,1,29,29,23,0,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1,0,0,0,0,0,0,0,0,0,7,0,5,0,0,425,1331,96,0,257,27,1397,0,0,59,75,170,7,0,110,810,17,0
115,115,1844,Novel,482,360,28,469,272,1783,1415,97,0,8,0,0,0,0,0,71,3,9,216,7,4,21,22,7,0,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,22,23,3,1,0,0,0,0,0,0,0,1,0,0,9,0,0,320,1271,111,0,204,30,1373,0,0,94,63,226,1,1,109,798,20,0
116,116,1851,Novel,585,416,79,506,244,1772,1266,117,2,1,0,0,0,0,0,69,2,14,232,6,1,14,14,8,6,1,0,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,1,0,0,0,0,0,0,1,0,0,0,23,0,0,254,1275,120,0,197,23,1332,0,0,78,69,219,6,0,175,788,14,1
117,117,1843,Novel,478,397,35,496,292,1792,1251,117,0,2,1,0,0,0,0,72,1,16,236,8,6,20,21,7,0,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,20,19,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,324,1220,125,0,178,25,1348,0,0,111,61,232,23,0,136,857,18,0
118,118,1851,Chronicle,350,361,46,468,296,1596,1080,121,0,12,1,0,0,0,0,66,6,17,253,2,1,12,13,4,4,0,0,0,26,26,6,0,0,0,0,0,0,0,0,0,0,0,0,25,26,6,5,0,0,0,0,0,0,0,0,1,0,8,0,0,452,1401,130,0,169,31,1344,0,0,144,91,255,14,1,118,962,21,4
119,119,2014,Tale,461,238,5,446,572,1784,1267,40,0,0,0,0,0,0,0,202,0,15,364,0,0,25,25,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,5,0,0,0,0,5,5,0,0,5,0,0,0,0,70,1246,440,0,223,0,1485,0,0,106,15,202,0,0,86,572,0,0
120,120,2004,Tale,366,616,93,494,254,1577,1056,119,2,1,0,0,0,0,2,67,11,38,344,7,3,27,28,8,0,0,0,0,14,14,6,0,0,0,1,1,0,0,1,1,0,0,0,31,28,7,2,0,0,0,0,2,2,0,0,0,0,11,0,0,235,1440,63,0,233,85,1216,0,0,88,46,184,2,0,179,906,68,0
121,121,1997,Tale,264,499,97,511,271,1701,1292,73,2,2,0,0,0,11,2,66,4,26,330,33,7,19,19,0,0,0,0,0,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,47,45,7,0,0,0,0,0,0,0,0,0,0,0,33,0,0,157,1494,49,0,133,19,1273,0,0,188,54,121,0,0,133,954,14,0
122,122,2003,Tale,298,586,0,460,408,1513,1173,99,0,0,0,0,0,0,0,214,5,26,256,10,10,10,10,15,0,0,0,0,26,26,5,0,0,0,0,0,0,0,0,0,5,0,0,20,20,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,151,1272,235,0,162,15,1325,0,0,136,57,387,0,0,89,932,10,0
123,123,2003,Tale,273,560,10,488,398,1550,1149,72,0,0,6,0,0,0,0,166,3,20,301,17,17,27,31,17,0,0,0,0,41,41,13,0,0,0,0,0,0,0,0,0,3,0,0,17,17,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,131,1308,166,0,159,34,1228,0,0,117,58,366,3,0,138,1003,24,0
124,124,189?,Novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,1973,Tale,447,593,0,332,260,1685,853,83,0,0,0,0,0,10,0,145,10,41,270,0,0,62,62,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,176,1779,31,0,197,0,1207,0,0,62,31,135,0,0,322,1113,0,0
126,126,1962,Chronicle,347,304,19,376,324,1868,1372,19,0,0,0,6,0,0,0,3,0,0,136,0,0,32,32,6,3,3,3,0,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,38,35,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,317,1586,165,0,265,9,1355,0,0,42,32,100,16,0,184,947,0,0
127,127,1964,Essay,717,411,8,440,178,1816,1238,158,0,66,1,0,0,2,0,59,0,8,265,1,0,18,16,4,0,0,0,0,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,1,1,0,0,1,0,13,0,0,249,1409,81,0,186,14,1404,0,0,22,56,203,0,0,165,666,4,0
128,128,2003,Tale,488,505,8,736,265,1652,1078,34,0,0,0,0,0,0,0,34,0,42,359,0,0,51,51,17,8,8,8,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1215,59,0,128,25,1087,0,0,188,102,248,0,0,205,1250,17,0
129,129,1879,Essay,652,351,27,468,153,1746,1439,99,0,106,17,0,0,1,0,54,1,9,169,9,0,13,14,4,0,0,0,0,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,22,22,1,0,0,0,0,0,0,0,4,0,0,0,18,0,0,570,1307,70,0,148,17,1375,0,0,39,51,156,7,3,144,644,11,0
130,130,1881,Essay,491,351,36,437,187,1610,1284,67,0,91,4,0,0,5,0,83,3,24,206,5,1,13,13,4,0,0,0,0,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,22,21,2,0,0,0,0,0,0,0,1,0,25,0,11,1,0,620,1537,67,0,182,23,1318,0,0,34,60,154,60,0,143,734,13,0
131,131,1881,Essay,501,372,30,443,195,1579,1248,61,0,174,4,0,0,6,0,80,2,21,201,9,1,13,13,3,0,0,0,0,13,13,5,0,0,0,0,0,1,1,0,0,0,0,0,15,14,1,0,0,0,0,0,0,0,2,0,37,0,13,0,0,591,1651,81,3,166,21,1264,0,0,41,55,139,23,2,146,712,11,0
132,132,2004,Tale,506,468,19,487,219,2015,1222,47,9,47,0,0,0,0,0,47,0,57,257,0,0,38,38,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1146,85,0,152,66,1451,0,0,95,105,267,0,0,210,792,47,0
133,133,1660,Tale,443,546,15,595,332,1456,998,131,0,5,0,0,0,0,0,98,4,15,209,10,4,16,17,3,0,0,0,0,19,19,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0,0,0,0,0,0,0,0,2,0,19,0,0,484,1382,168,0,180,24,1229,0,0,121,111,327,19,0,53,876,13,0
134,134,1985,Memoirs,284,654,62,443,254,1463,1148,124,1,16,0,0,0,0,0,118,8,34,397,5,1,40,38,8,12,0,0,0,13,12,2,0,0,0,1,1,0,0,0,0,0,0,0,28,27,1,0,0,0,0,0,0,0,2,0,0,0,12,0,0,212,1455,96,0,207,52,1246,0,0,105,97,177,4,0,117,970,26,0
135,135,2002,Tale,572,508,45,557,229,1529,936,106,0,41,1,0,0,0,1,41,1,40,273,13,7,20,23,10,1,0,0,0,6,6,1,0,0,0,0,0,0,0,3,2,0,0,0,28,28,4,1,0,0,0,1,0,0,2,0,5,0,23,1,0,356,1763,55,1,185,29,1214,0,0,199,53,150,2,0,172,721,14,0
136,136,1962,Chronicle,457,454,32,583,284,1750,1105,71,0,0,0,0,0,0,0,40,8,35,277,7,7,18,18,4,1,0,0,0,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3,2,0,0,0,0,0,0,2,0,2,0,9,0,0,207,1536,64,0,207,24,1305,0,0,122,68,155,1,0,177,868,16,0
137,137,19??,Chronicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,1974,Tale,301,741,43,383,305,1345,892,95,1,2,0,0,0,0,1,52,10,44,293,12,16,37,37,1,0,0,0,0,10,10,4,0,0,0,0,0,0,0,1,1,0,0,0,41,41,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,217,2194,60,18,126,32,1072,0,0,157,61,122,14,0,150,1009,20,0
139,139,1971,Short story,380,487,37,421,221,1730,1229,54,0,6,1,1,0,0,1,46,8,23,242,7,9,18,18,7,0,0,0,0,9,9,4,0,0,0,0,0,0,0,0,0,1,1,0,22,22,6,3,0,0,0,0,0,0,1,0,0,0,6,3,0,434,1357,57,1,223,27,1382,0,0,63,47,152,14,0,265,901,16,0
140,140,1924,Tale,280,425,21,515,283,1534,1260,72,0,0,6,0,0,0,3,51,3,15,244,9,15,36,36,6,0,0,0,0,15,15,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,3,0,0,3,3,0,0,0,0,0,0,30,0,0,470,1547,105,12,171,15,1230,0,0,147,39,114,60,0,180,974,6,0
141,141,1949,Tale,357,406,47,451,214,1747,1251,78,2,9,0,4,0,0,1,44,10,17,205,4,12,17,18,5,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,2,0,0,0,0,0,0,0,0,0,0,0,16,10,0,494,1490,82,0,219,13,1394,0,0,78,48,150,9,0,181,816,4,1
142,142,1956,Chronicle,587,420,48,547,163,1862,1318,88,0,16,3,0,0,1,0,43,10,26,148,9,3,19,20,6,1,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,14,14,2,1,0,0,0,0,0,0,2,1,5,0,21,3,0,434,1262,97,1,200,9,1440,0,0,40,46,188,31,0,143,665,3,0
143,143,1970,Novel,438,271,45,464,188,2012,1556,25,3,153,0,0,0,0,0,137,3,18,223,1,0,13,13,0,4,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,1,0,0,0,0,0,0,0,0,0,39,0,10,0,0,331,989,27,0,197,33,1647,0,1,10,65,137,24,0,91,736,19,0
